station_id,name,lat,lon,altitude,address,post_code,capacity
240,"C/ JOSEP ESTIVILL, 32",41.4175595,2.1877153,23.0,"C/ JOSEP ESTIVILL, 32",8027,27
241,"C/ TEODOR LLORENTE, 1",41.419178,2.18018,44.0,"C/ TEODOR LLORENTE, 1",8041,33
242,"C/ RAMON ALBÓ, 1",41.4244527,2.1773157,56.0,"C/ RAMON ALBÓ, 1",8027,27
243,"C/ ALEXANDRE GALÍ, 1-5",41.4239719,2.1812399,42.0,"C/ ALEXANDRE GALÍ, 1-5",8027,26
244,"C/ FELIP II, 214",41.426925,2.1786224,44.0,"C/ FELIP II, 214",8027,27
245,"LA RAMBLA, 101",41.3826647,2.1717083,10.0,"LA RAMBLA, 101",8002,27
246,"Westfield La Maquinista - C/ GARCILASO, 77",41.4228449,2.1866363,30.0,"Westfield La Maquinista  - C/ GARCILASO, 77",8027,18
247,"C/ FELIPE II, 112",41.4219291,2.1849107,32.0,"C/ FELIPE II, 112",8027,32
248,"C/ PALÈNCIA, 31",41.4182129,2.1904005,18.0,"C/ PALÈNCIA, 31",8027,26
249,"C/ ANTILLES, 8",41.4250835,2.1872818,21.0,"C/ ANTILLES, 8",8027,27
250,"C/ PORTUGAL, 3",41.4258248,2.191206,25.0,"C/ PORTUGAL, 3",8027,27
251,"C/ CARDENAL TEDESCHINI, 13",41.4253643,2.1852073,35.0,"C/ CARDENAL TEDESCHINI, 13",8027,33
252,"RAMBLA DE L'ONZE DE SETEMBRE, 31",41.4298991,2.1932159,24.0,"RAMBLA DE L'ONZE DE SETEMBRE, 31",8030,33
253,"C/ ONZE DE SETEMBRE, 37-39",41.4298614,2.1922011,25.0,"C/ ONZE DE SETEMBRE, 37-39",8030,27
254,"RAMBLA DE L'ONZE DE SETEMBRE, 69",41.4299999,2.190246,26.0,"RAMBLA DE L'ONZE DE SETEMBRE, 69",8030,26
255,"C/ IRLANDA, 34",41.4315,2.18579,30.0,"C/ IRLANDA, 34",8030,15
256,"C/ MALATS, 28-30",41.4361251,2.1894423,25.0,"C/ MALATS, 28-30",8030,31
257,"C/ SANT ADRIÀ, 2-8",41.433934,2.1896502,27.0,"C/ SANT ADRIÀ, 2-8",8030,24
258,"C/ FERNANDO PESSOA, 45",41.4425034,2.1929677,23.0,"C/ FERNANDO PESSOA, 45",8030,26
259,"C/ DE BARTRINA, 14",41.4391174,2.1858025,34.0,"C/ DE BARTRINA, 14",8030,24
260,"CARRER DEL CINCA, 7",41.4356895,2.1920873,22.0,"CARRER DEL CINCA, 7",8030,27
261,"C/ VILLARROEL, 39",41.3821314,2.1606534,17.0,"C/ VILLARROEL, 39",8011,32
262,"C/ ENTENÇA, 70",41.3790954665734,2.1516210083711993,21.0,"C/ ENTENÇA, 70",8015,24
263,"PG. TORRAS I BAGES, 29",41.4378773,2.1910691,23.0,"PG. TORRAS I BAGES, 29",8030,20
264,"C/REPÚBLICA DOMINICANA,25(CENTRE COMERC",41.439929,2.1970692,20.0,"C/REPÚBLICA DOMINICANA,25(CENTRE COMERCIAL)",8030,33
265,"C/ CASANOVA, 55",41.3847738,2.1592566,23.0,"C/ CASANOVA, 55",8011,27
266,"C/ CONCEPCIÓ ARENAL, 176",41.4268952,2.1842572,37.0,"C/ CONCEPCIÓ ARENAL, 176",8027,26
267,"PG. TORRAS I BAGES, 129",41.4433647,2.1906302,29.0,"PG. TORRAS I BAGES, 129",8030,24
268,"C/ FERNANDO PESSOA, 72",41.4457195,2.1929816,26.0,"C/ FERNANDO PESSOA, 72",8030,27
269,"VIA BARCINO, 121",41.448152,2.19294,26.0,"VIA BARCINO, 121",8033,20
270,"CRTA. DE RIBES, 77 (TRINITAT VELLA)",41.4486328,2.1898372,35.0,"270 - CRTA. DE RIBES, 77 (TRINITAT VELLA)",8033,27
271,"VIA BARCINO, 69",41.4506081,2.1923629,28.0,"VIA BARCINO, 69",8033,20
272,"C/ CONCEPCIÓ ARENAL, 281",41.4325013,2.1842021,32.0,"C/ CONCEPCIÓ ARENAL, 281",8033,27
273,"Westfield La Maquinista -  AV. MERIDIANA, 404",41.4304126,2.1834174,38.0,"Westfield La Maquinista -  AV. MERIDIANA, 404",8030,36
274,"RAMBLA FABRA I PUIG, 67",41.4299201,2.1849813,33.0,"RAMBLA FABRA I PUIG, 67",8030,32
275,"AV. RIO DE JANEIRO, 3",41.43068,2.1821802,38.0,"AV. RIO DE JANEIRO, 3",8016,32
276,PLAÇA ALFONS X EL SAVI / RONDA DEL GUIN,41.4121345,2.1652216,88.0,PLAÇA ALFONS X EL SAVI / RONDA DEL GUINARDO,8024,27
277,"TRAVESSERA DE GRÀCIA, 328",41.4082107,2.1689962,60.0,"TRAVESSERA DE GRÀCIA, 328",8025,27
278,"TRAVESSERA DE GRÀCIA, 368",41.4098842,2.1715285,59.0,"TRAVESSERA DE GRÀCIA, 368",8025,27
279,"C/ MAS CASANOVAS, 137",41.4158995,2.1745567,75.0,"C/ MAS CASANOVAS, 137",8041,27
280,"C/ SANT ANTONI Mª CLARET, 290-296",41.4138664,2.1777274,49.0,"C/ SANT ANTONI Mª CLARET, 290-296",8041,27
281,"C/ D'ESCORNALBOU, 51",41.4180789,2.1763994,74.0,"C/ D'ESCORNALBOU, 51",8041,24
282,"PG. FONT D´EN- FARGAS, 1",41.4275514,2.1659881,75.0,"PG. FONT D´EN- FARGAS, 1",8031,27
283,"C/ FULTON, 1",41.4297231,2.1617032,76.0,"C/ FULTON, 1",8032,20
284,"AV. DIAGONAL, 652",41.389462,2.1314948,63.0,"AV. DIAGONAL, 652",8034,27
285,"C/ MALATS, 98-100",41.4366708,2.186105,35.0,"C/ MALATS, 98-100",8030,15
286,"C/ BOLÍVIA, 76",41.4030225,2.1913538,7.0,"C/ BOLÍVIA, 76",8018,18
287,"GRAN VIA DE LES CORTS CATALANES, 632",41.3890626,2.1679313,22.0,"GRAN VIA DE LES CORTS CATALANES, 632",8007,15
288,PL. VIRREI AMAT,41.4296439,2.174444,55.0,PL. VIRREI AMAT,8016,32
289,"C/ MÚRCIA, 64",41.4166982,2.1909952,17.0,"C/ MÚRCIA, 64",8027,27
290,"PL. DELS JARDINS D'ALFÀBIA, 1",41.4373376,2.1740962,66.0,"PL. DELS JARDINS D'ALFÀBIA, 1",8016,17
291,"C/ CUBELLES, 2",41.426078,2.1751572,57.0,"C/ CUBELLES, 2",8031,27
292,"C/ AMILCAR, 1",41.4300161,2.1720191,61.0,"C/ AMILCAR, 1",8031,12
293,"C/ GRANOLLERS, 1",41.4283127,2.1629889,78.0,"C/ GRANOLLERS, 1",8032,24
294,SEU DEL DISTRICTE (NOU BARRIS),41.4363473,2.1706752,72.0,SEU DEL DISTRICTE (NOU BARRIS),8042,24
295,"C/ SANT ISCLE, 60",41.433384,2.1716309,61.0,"C/ SANT ISCLE, 60",8031,27
296,"C/ DE ROSSELLÓ I PORCEL, 1/AV.MERIDIANA",41.4364887,2.1841014,41.0,"C/ DE ROSSELLÓ I PORCEL, 1/AV.MERIDIANA",8016,33
297,"C/ TURÓ BLAU, 1-3",41.4388223,2.1767828,62.0,"C/ TURÓ BLAU, 1-3",8016,24
298,"C/ ANDREU NIN, 22",41.4347233,2.1817718,41.0,"C/ ANDREU NIN, 22",8016,33
299,"C/ DE L'ESCULTOR ORDÓÑEZ, 55",41.4340849,2.1748267,53.0,"C/ DE L'ESCULTOR ORDÓÑEZ, 55",8016,27
300,"C/ DE MALADETA, 1",41.4315843,2.1769107,44.0,"C/ DE MALADETA, 1",8016,18
301,"C/ MARIE CURIE, 8-14",41.4366871,2.1693134,73.0,"C/ MARIE CURIE, 8-14",8042,27
302,"SEIDOR-C/ CAVALLERS, 41",41.3906352,2.111541,111.0,"SEIDOR-C/ CAVALLERS, 41",8034,32
303,"SEIDOR-C/ CAVALLERS, 67",41.3934324,2.115107,101.0,"SEIDOR-C/ CAVALLERS, 67",8034,27
304,"SEIDOR-PG. MANUEL GIRONA, 7",41.39038,2.121,78.0,"SEIDOR-PG. MANUEL GIRONA, 7",8034,27
305,"SEIDOR-AV. DIAGONAL, 680",41.3875297,2.1237141,65.0,"SEIDOR-AV. DIAGONAL, 680",8034,27
306,"C/ DOCTOR SALVADOR CARDENAL, 1-5",41.3853868,2.122893,60.0,"C/ DOCTOR SALVADOR CARDENAL, 1-5",8028,31
307,C/ PINTOR RIBALTA / AV. XILE,41.3791986,2.1135824,60.0,C/ PINTOR RIBALTA / AV. XILE,8028,32
308,"C/ CARDENAL REIG, 11",41.37684,2.114029,54.0,"C/ CARDENAL REIG, 11",8028,27
309,"C/ SANT RAMON NONAT,  26",41.3770199,2.1169828,50.0,"C/ SANT RAMON NONAT,  26",8028,22
310,C/ JOSEP SAMITIER / JOAN XXIII,41.3812111,2.1190863,46.0,C/ JOSEP SAMITIER / JOAN XXIII,8028,27
311,"C/ GALLEGO, 2",41.3785631,2.1202487,43.0,"C/ GALLEGO, 2",8028,24
312,"C/ ARIZALA, 77",41.3789061,2.1233038,40.0,"C/ ARIZALA, 77",8028,36
313,"C/ FELIU DE CASANOVA, 1",41.3754188,2.1297823,28.0,"C/ FELIU DE CASANOVA, 1",8028,29
314,"RAMBLA DEL BRASIL, 44",41.3783067,2.1297303,35.0,"RAMBLA DEL BRASIL, 44",8028,24
315,"C/ DEL GUINARDÓ, 32-38",41.4156285,2.1817876,38.0,"C/ DEL GUINARDÓ, 32-38",8041,27
316,"C/ CANTÀBRIA, 55",41.4224015,2.198071,9.0,"C/ CANTÀBRIA, 55",8020,26
317,"RAMBLA DE PRIM, 256",41.4256626,2.2008632,11.0,"RAMBLA DE PRIM, 256",8020,15
318,"C/ CASTILLEJOS, 388",41.412427,2.170592,77.0,"C/ CASTILLEJOS, 388",8025,32
319,"C/ SAGUÉS, 1",41.3937414,2.1455022,51.0,"C/ SAGUÉS, 1",8021,31
320,"C/ MADRAZO, 39",41.400305,2.149144,67.0,"C/ MADRAZO, 39",8006,27
321,"C/ SANT HERMENEGILD, 30",41.4031529,2.1445843,79.0,"C/ SANT HERMENEGILD, 30",8006,27
322,"C/ SANTALÓ, 165",41.4009,2.13892,106.0,"C/ SANTALÓ, 165",8021,24
323,"C/ VALLMAJOR, 13",41.3981616,2.1386719,88.0,"C/ VALLMAJOR, 13",8021,27
324,"C/ REINA VICTORIA, 31",41.3969455,2.136346,80.0,"C/ REINA VICTORIA, 31",8021,27
325,"C/ ALT DE GIRONELLA, 13",41.3949601,2.1302775,82.0,"C/ ALT DE GIRONELLA, 13",8017,23
326,"C/ BALMES, 409",41.4074131,2.1381069,111.0,"C/ BALMES, 409",8022,32
327,"C/ REUS, 23",41.4050074,2.134603,114.0,"C/ REUS, 23",8022,24
328,"C/ ARTESA DE SEGRE, 2",41.402988,2.1344691,106.0,"C/ ARTESA DE SEGRE, 2",8022,27
329,"C/ DE LES ESCOLES PIES, 99",41.4029965,2.1283866,121.0,"C/ DE LES ESCOLES PIES, 99",8017,27
330,"C/ PAU ALCOVER, 94",41.401883,2.131524,108.0,"C/ PAU ALCOVER, 94",8017,27
331,"C/ CASTELLNOU, 65",41.3970497,2.1279409,95.0,"C/ CASTELLNOU, 65",8017,31
332,"C/ DOCTOR ROUX, 86",41.3998981,2.1281922,104.0,"C/ DOCTOR ROUX, 86",8017,27
333,"PASSATGE DE SENILLOSA, 3-5",41.3954723,2.1250451,94.0,"PASSATGE DE SENILLOSA, 3-5",8034,27
334,"PG. BONANOVA, 100",41.400793,2.122889,117.0,"PG. BONANOVA, 100",8017,26
335,"C/ SANTA AMÈLIA, 2",41.3935355,2.1231228,92.0,"C/ SANTA AMÈLIA, 2",8034,27
336,"C/ CAPONATA, 20",41.3953855,2.1210928,101.0,"C/ CAPONATA, 20",8034,27
337,"C/ CARME KARR, 12-14",41.3986238,2.1204941,117.0,"C/ CARME KARR, 12-14",8034,23
338,"AV. JOSEP VICENÇ FOIX, 63",41.3977227,2.1194557,111.0,"AV. JOSEP VICENÇ FOIX, 63",8034,36
339,"C/ RAMON TURRÓ, 246",41.4017084,2.2053803,2.0,"C/ RAMON TURRÓ, 246",8005,27
340,"C/ SANT ADRIÀ, 113",41.4361782,2.2047037,13.0,"C/ SANT ADRIÀ, 113",8030,24
341,"PG. D'ENRIC SANCHIS, 33",41.4339212,2.2062245,11.0,"PG. D'ENRIC SANCHIS, 33",8030,27
342,"C/ ROC BORONAT, 134",41.4034967,2.1936584,5.0,"C/ ROC BORONAT, 134",8018,31
343,CAMPANA DE LA MAQUINISTA (SAO PAULO I P,41.4389609,2.1996179,14.0,CAMPANA DE LA MAQUINISTA (SAO PAULO I PL. DE,8030,27
344,"C/ CIUTAT D'ASUNCIÓN, 73 / POTOSÍ",41.4431441,2.1996045,16.0,"C/ CIUTAT D'ASUNCIÓN, 73 / POTOSÍ",8030,27
345,PL. TERESA DE CLARAMUNT/C/ DELS FERROCA,41.3631066,2.1398322,10.0,PL. TERESA DE CLARAMUNT/C/ DELS FERROCARILS,8038,32
346,"PG. ZONA FRANCA, 182",41.360798,2.138931,8.0,"PG. ZONA FRANCA, 182",8038,36
347,"C/ ALTS FORNS, 77",41.3595484,2.1417765,9.0,"C/ ALTS FORNS, 77",8038,32
348,JARDINS DE CAN FERRERO/PG.DE LA ZONA FR,41.357067,2.141563,7.0,JARDINS DE CAN FERRERO/PG.DE LA ZONA FRANCA,8038,33
349,"C/ DE L'ENERGIA, 2 / ALTS FORNS",41.3573288,2.1371996,7.0,"C/ DE L'ENERGIA, 2 / ALTS FORNS",8038,33
350,"C/ VILLARROEL, 208",41.392052,2.1480223,43.0,"C/ VILLARROEL, 208",8036,31
351,"C/ JANE ADDAMS, 26/ CRTA. DEL PRAT",41.3621232,2.1356187,9.0,"C/ JANE ADDAMS, 26/ CRTA. DEL PRAT",8038,33
352,"C/RADI,10/GRAN VIA DE LES CORTS CATALA",41.363279,2.1341586,9.0,"C/RADI,10/GRAN VIA DE LES CORTS CATALANES",8038,28
353,C/ MUNNÉ  2-6,41.37541,2.1232547,34.0,C/ MUNNÉ  2-6,8028,31
354,"RAMBLA DEL BRASIL, 5",41.3759419,2.1299539,28.0,"RAMBLA DEL BRASIL, 5",8028,27
355,"C/ RIERA BLANCA, 123",41.371459,2.127854,22.0,"C/ RIERA BLANCA, 123",8028,27
356,"C/ CAMÈLIES, 73",41.4134503,2.1631012,106.0,"C/ CAMÈLIES, 73",8024,35
357,"C/ CARDENER, 59",41.4105956,2.1579897,87.0,"C/ CARDENER, 59",8024,27
358,"C/ GOMBAU, 24",41.3872437,2.1793035,5.0,"C/ GOMBAU, 24",8003,26
359,"C/ MÉNDEZ NÚÑEZ, 16",41.3900544,2.1775594,12.0,"C/ MÉNDEZ NÚÑEZ, 16",8003,26
360,"C/ BAILÉN, 62",41.3952527,2.1730023,22.0,"C/ BAILÉN, 62",8009,30
361,PG. DE COLOM (LES RAMBLES),41.37652,2.17881,5.0,PG. DE COLOM (LES RAMBLES),8039,33
362,"C/ BAILÉN, 100",41.396994,2.1706323,27.0,"C/ BAILÉN, 100",8009,32
363,"C/ BRUC, 20",41.3908381,2.1743743,16.0,"C/ BRUC, 20",8010,24
364,"PG. DE GRÀCIA, 61",41.393062,2.1633226,32.0,"PG. DE GRÀCIA, 61",8007,33
365,"C/ VILADOMAT, 244",41.3875712,2.1469336,39.0,"C/ VILADOMAT, 244",8029,31
366,"LA RAMBLA, 75",41.3811389,2.1729755,8.0,"LA RAMBLA, 75",8001,18
367,"C/ MARQUÈS DE SENTMENAT, 46",41.384972,2.1376205,44.0,"C/ MARQUÈS DE SENTMENAT, 46",8029,32
368,"C/ DIPUTACIÓ, 373",41.3968391,2.1756598,21.0,"C/ DIPUTACIÓ, 373",8013,27
369,"C/ CONSELL DE CENT, 482",41.40013,2.1780175,23.0,"C/ CONSELL DE CENT, 482",8013,27
370,"C/ SARDENYA, 326",41.4039698,2.1729061,37.0,"C/ SARDENYA, 326",8025,32
371,"C/ DELS ENAMORATS, 49",41.4040525,2.181199,19.0,"C/ DELS ENAMORATS, 49",8013,36
372,"C/ RIBES, 77",41.4001015,2.1841711,9.0,"C/ RIBES, 77",8013,27
373,"AV. PARAL.LEL, 132",41.3750995,2.1613897,13.0,"AV. PARAL.LEL, 132",8015,30
374,"PG. DE GRÀCIA, 89",41.3949729,2.1612814,37.0,"PG. DE GRÀCIA, 89",8008,33
375,WORLD TRADE CENTER,41.3720293,2.1804468,3.0,WORLD TRADE CENTER,8039,39
376,WORLD  TRADE CENTER,41.3718728,2.180302,3.0,WORLD  TRADE CENTER,8039,39
377,PL. ICTÍNEO,41.3776292,2.1836886,2.0,PL. ICTÍNEO,8039,29
378,"PL. JOAQUIM XIRAU I PALAU, 1",41.3785379,2.1767427,5.0,"PL. JOAQUIM XIRAU I PALAU, 1",8002,21
379,"AV. JOSEP TARRADELLAS, 27",41.3829333,2.1420704,35.0,"AV. JOSEP TARRADELLAS, 27",8029,21
380,"C/ DURAN I BAS, 2",41.3854094,2.1740155,11.0,"C/ DURAN I BAS, 2",8002,24
381,"C/ AGUSTÍ DURAN I SANPERE, 10",41.3816139,2.1677697,10.0,"C/ AGUSTÍ DURAN I SANPERE, 10",8001,41
382,"C/ LOPE DE VEGA, 79",41.4038902,2.2041137,3.0,"C/ LOPE DE VEGA, 79",8005,27
383,"C/ NUMÀNCIA, 2",41.381219,2.141767,32.0,"C/ NUMÀNCIA, 2",8029,24
384,"C/ VILAMARÍ, 85",41.3807072,2.1468381,28.0,"C/ VILAMARÍ, 85",8015,26
385,"C/ CASANOVA, 119",41.387888,2.1552902,30.0,"C/ CASANOVA, 119",8036,30
386,AV. PARAL.LEL 164,41.3751866,2.1568773,17.0,AV. PARAL.LEL 164,8015,18
387,"C/ NÀPOLS, 125",41.3957813,2.1787074,15.0,"C/ NÀPOLS, 125",8013,32
388,"C/ RIERA ALTA, 6",41.3806411,2.1671611,10.0,"C/ RIERA ALTA, 6",8001,35
389,RECINTE PARC DE LA CIUTADELLA,41.3873901,2.1875446,4.0,RECINTE PARC DE LA CIUTADELLA,8003,27
390,"C/ COMERÇ, 36",41.3869612,2.1820169,5.0,"C/ COMERÇ, 36",8003,25
391,"C/ GRAN DE LA SAGRERA, 74",41.4230551,2.1913753,22.0,"C/ GRAN DE LA SAGRERA, 74",8027,27
392,"C/ RAMON TURRÓ, 4",41.3905303,2.1906339,5.0,"C/ RAMON TURRÓ, 4",8005,19
393,"C/ LLACUNA, 86",41.4022657,2.1976297,3.0,"C/ LLACUNA, 86",8005,32
394,"C/ DIPUTACIÓ, 226",41.3873057,2.1631263,25.0,"C/ DIPUTACIÓ, 226",8007,27
395,"PL. CATALUNYA, 22",41.3860607,2.1702467,15.0,"PL. CATALUNYA, 22",8002,33
396,"C/ JOAN MIRÓ, 2-12",41.3890253,2.1968267,5.0,"C/ JOAN MIRÓ, 2-12",8005,32
397,AV. LITORAL (PG MARÍTIM DEL PORT OLÍMPI,41.3889129,2.1993105,6.0,AV. LITORAL (PG MARÍTIM DEL PORT OLÍMPIC),8005,27
398,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒ,41.380955,2.1934636,4.0,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒRIA,8003,35
399,"C/ PAVIA, 3",41.3734706,2.1332694,23.0,"C/ PAVIA, 3",8028,27
400,MOLL ORIENTAL,41.3694508,2.1879597,3.0,MOLL ORIENTAL,8039,44
401,PLA DE PALAU,41.382418,2.183723,4.0,PLA DE PALAU,8002,24
402,PG. DE COLOM (VIA LAIETANA),41.380628,2.1821917,4.0,PG. DE COLOM (VIA LAIETANA),8002,31
403,"C/ VALLESPIR, 49",41.3796421,2.1368202,32.0,"C/ VALLESPIR, 49",8014,22
404,"C/ JUAN GRIS, 28",41.3653426,2.1331357,11.0,"C/ JUAN GRIS, 28",8014,32
405,"C/ COMTE BORRELL, 198",41.3854003,2.1521802,28.0,"C/ COMTE BORRELL, 198",8029,26
406,"GRAN VIA DE LES CORTS CATALANES, 592",41.3863747,2.1646697,21.0,"GRAN VIA DE LES CORTS CATALANES, 592",8007,33
408,"C/ RAMON TRIAS FARGAS, 23",41.3889972,2.1923283,5.0,"C/ RAMON TRIAS FARGAS, 23",8005,39
409,"C/ JOAN D'ÀUSTRIA, 31B",41.392384,2.1925059,5.0,"C/ JOAN D'ÀUSTRIA, 31B",8005,27
410,PG.DE COLOM (LES RAMBLES),41.376433,2.17871,5.0,PG.DE COLOM (LES RAMBLES),8039,38
411,"C/ JOSEP PLA, 67",41.411381,2.2122054,4.0,"C/ JOSEP PLA, 67",8019,24
412,"PL. URQUINAONA, 3",41.3893094,2.1727457,17.0,"PL. URQUINAONA, 3",8010,27
413,"C/ BRUC, 66",41.393489,2.1707419,24.0,"C/ BRUC, 66",8009,32
414,"C/ CASP, 67",41.3937234,2.1764275,16.0,"C/ CASP, 67",8010,33
415,"RAMBLA DEL RAVAL, 13",41.3793558,2.1689592,8.0,"RAMBLA DEL RAVAL, 13",8001,25
416,"UAB - RAMBLA DEL RAVAL, 20",41.3781065,2.1696744,6.0,"UAB - RAMBLA DEL RAVAL, 20",8001,27
417,"C/ VILLAR, 2",41.4164824,2.1801094,46.0,"C/ VILLAR, 2",8041,32
418,UAB - PG. DE LLUíS COMPANYS (ARC DE TRIOMF),41.391062,2.1801142,10.0,UAB - PG. DE LLUíS COMPANYS (ARC DE TRIOMF),8018,27
419,PG. DE LLUIS COMPAYNS (ARC DE TRIOMF),41.391313,2.1808391,10.0,PG. DE LLUIS COMPANYS (ARC DE TRIOMF),8018,33
420,"GRAN VIA DE LES CORTS CATALANES, 368",41.3743329,2.1479385,24.0,"GRAN VIA DE LES CORTS CATALANES, 368",8010,27
421,"C/ VALLESPIR, 13",41.378118,2.1378667,30.0,"C/ VALLESPIR, 13",8014,25
422,"SEIDOR-C/ JORDI GIRONA, 29",41.3881175,2.1154135,82.0,"SEIDOR-C/ JORDI GIRONA, 29",8034,28
423,"C/ HONDURAS, 32-34",41.4202459,2.1894852,22.0,"C/ HONDURAS, 32-34",8027,32
424,PG. MARÍTIM DE LA BARCELONETA,41.3795862,2.1925198,7.0,PG. MARÍTIM DE LA BARCELONETA,8003,27
425,"C/ DE CERVELLÓ, 5",41.3765618,2.1748621,5.0,"C/ DE CERVELLÓ, 5",8001,24
426,"C/ DE RIBES, 59 B",41.39828,2.1830315,12.0,"C/ DE RIBES, 59 B",8013,33
427,"C/ DE SANT PAU, 119/ RONDA SANT PAU",41.3754047,2.1680021,9.0,"C/ DE SANT PAU, 119/ RONDA SANT PAU",8001,26
428,"C/ PUJADES, 103",41.3983902,2.1960799,3.0,"C/ PUJADES, 103",8005,33
430,"SEIDOR-C/ ALFAMBRA, 2 | AV. DIAGONAL",41.385641,2.113096,77.0,"SEIDOR-C/ ALFAMBRA, 2 | AV. DIAGONAL",8034,28
431,"AV. JOAN XXIII, 17",41.383467,2.122175,53.0,"AV. JOAN XXIII, 17",8028,20
432,"C/ MARTÍ I FRANQUÈS, 1",41.3847061,2.1170751,63.0,"C/ MARTÍ I FRANQUÈS, 1",8028,28
433,"SEIDOR-C/ JOHN MAYNARD KEYNES, 2 | AV. DGNAL.",41.3862258,2.1168609,70.0,"SEIDOR-C/ JOHN MAYNARD KEYNES, 2 | AV. DGNAL.",8034,42
434,"C/ ROGER, 24",41.3767538,2.1269152,34.0,"C/ ROGER, 24",8028,27
435,"AV. DOCTOR MARAÑON, 25 | C/ PAU GARGALLO",41.383585,2.112186,64.0,"AV. DOCTOR MARAÑON, 25 | C/ PAU GARGALLO",8028,28
436,"PG. ZONA FRANCA, 54",41.3545425,2.1433038,6.0,"PG. ZONA FRANCA, 54",8038,19
437,"PG. ZONA FRANCA, 9",41.3513237,2.1450958,5.0,"PG. ZONA FRANCA, 9",8038,36
438,"C/ NÀPOLS, 183",41.3981669,2.1754896,22.0,"C/ NÀPOLS, 183",8013,27
439,"RBLA. BADAL, 73 | C/ CONSTITUCIÓ",41.3685394,2.1328403,14.0,"RBLA. BADAL, 73 | C/ CONSTITUCIÓ",8014,18
440,"C/ SELVA DE MAR, 230",41.417694,2.1976864,9.0,"C/ SELVA DE MAR, 230",8020,27
441,"C/ WATT, 2",41.3754426,2.1398409,25.0,"C/ WATT, 2",8014,18
442,"C/ MINERIA, 30",41.3649272,2.138599,11.0,"C/ MINERIA, 30",8038,18
443,"C/ CASANOVA, 139",41.3887127,2.1542277,33.0,"C/ CASANOVA, 139",8036,32
444,"C/ LLEIDA, 40",41.3717304,2.1554047,33.0,"C/ LLEIDA, 40",8004,27
445,"C/ VILAMARÍ, 2",41.3755016,2.154004,21.0,"C/ VILAMARÍ, 2",8015,24
446,"PG. JOAN DE BORBÓ, 42",41.3779974,2.1884228,4.0,"PG. JOAN DE BORBÓ, 42",8003,15
447,"C/ ALMOGÀVERS, 63",41.3943033,2.1860256,10.0,"C/ ALMOGÀVERS, 63",8018,27
448,"C/ RAMÓN TURRÓ, 160",41.3972809,2.1997869,3.0,"C/ RAMÓN TURRÓ, 160",8005,26
449,"C/ BOLIVIA, 120",41.4058109,2.1949461,5.0,"C/ BOLIVIA, 120",8018,27
450,"C/ CRISTOBAL DE MOURA, 84",41.410712,2.2061691,3.0,"C/ CRISTOBAL DE MOURA, 84",8019,27
451,"C/ PALLARS, 504",41.4140598,2.2150487,4.0,"C/ PALLARS, 504",8019,24
452,"GRAN VIA DE LES CORTS CATALANES, 1157 (D)",41.4194972,2.20934,8.0,"GRAN VIA DE LES CORTS CATALANES, 1157 (D)",8020,54
454,"C/ SARDENYA, 402",41.4072349,2.1684799,56.0,"C/ SARDENYA, 402",8025,27
455,"C/ PROVENÇA, 595",41.4105848,2.1826833,27.0,"C/ PROVENÇA, 595",8026,22
456,"C/ MÚRCIA, 1",41.4143392,2.1874539,22.0,"C/ MÚRCIA, 1",8026,20
457,"C/ GRANADELLA, 10-19 | C/ SAS",41.4383117,2.2039823,12.0,"C/ GRANADELLA, 10-19 | C/ SAS",8030,18
458,"C/ TUCUMÁN, 21",41.4457962,2.2010422,17.0,"C/ TUCUMÁN, 21",8030,24
459,"PG. SANTA COLOMA, 105",41.4479402,2.1976757,24.0,"PG. SANTA COLOMA, 105",8030,39
460,"C/ MIREIA, 28",41.4513863,2.1894717,56.0,"C/ MIREIA, 28",8033,15
461,"AV. RIO DE JANEIRO, 118",41.442489,2.185727,43.0,"AV. RIO DE JANEIRO, 118",8016,28
462,"C/ PALAMÓS, 33",41.446923,2.184857,61.0,"C/ PALAMÓS, 33",8033,28
463,"C/ PEDROSA, 24",41.4490679,2.1833801,68.0,"C/ PEDROSA, 24",8033,24
464,"AV. RIO DE JANEIRO, 96",41.439692,2.182335,47.0,"AV. RIO DE JANEIRO, 96",8016,24
465,"C/ ROSSELLÓ, 261",41.3954094,2.1599427,41.0,"C/ ROSSELLÓ, 261",8008,27
466,"C/ PABLO IGLESIAS, 21",41.443387,2.1813051,63.0,"C/ PABLO IGLESIAS, 21",8016,30
467,PL. JESÚS CARRASCO,41.4450463,2.176726,93.0,PL. JESÚS CARRASCO,8042,20
468,"C/ NOU BARRIS, 23",41.4480464,2.1775154,107.0,"C/ NOU BARRIS, 23",8042,18
469,"C/ SANT FRANCESC XAVIER, 1",41.4417001,2.1781553,72.0,"C/ SANT FRANCESC XAVIER, 1",8016,12
470,"C/ GÒNGORA, 23",41.4432762,2.1746238,93.0,"C/ GÒNGORA, 23",8042,24
471,"PG. VALLDAURA, 171",41.4389014,2.1715576,78.0,"PG. VALLDAURA, 171",8042,24
472,"VIA FAVÈNCIA, 186",41.4427374,2.170393,105.0,"VIA FAVÈNCIA, 186",8042,24
473,"PG. FABRA I PUIG, 449",41.4388644,2.1657506,94.0,"PG. FABRA I PUIG, 449",8042,20
